Start Time,End Time,Sentence,Translation,Emotion_fine,Emotion_core,Intensity,sentence_length,Language,predicted_emotion,emotion_final,Sentence_corrected
1900-01-01 00:08:06.492993,1900-01-01 00:08:08.492993,"Palic mi, daj, daj mi.","Light it for me, give, give it to me.",craving,happiness,intense,5,informal,neutral,happiness,"Palic mi, daj, daj mi."
1900-01-01 00:08:08.492993,1900-01-01 00:08:10.492993,"Mial taki, kurwa, leb wczoraj do picia.",He had such a fucking head for drinking yesterday.,reminiscence,neutral,mild,7,informal,anger,anger,"Mial taki, kurwa, leb wczoraj do picia."
1900-01-01 00:08:10.492993,1900-01-01 00:08:11.492993,Byli wkurzeni juz.,They were already pissed off.,irritation,anger,moderate,3,informal,anger,anger,Byli wkurzeni już.
1900-01-01 00:08:11.492993,1900-01-01 00:08:14.492993,"I tyle sie wody opilem, ze sie uprucha, uprucha.","And I drank so much water that I'm about to burst, about to burst.",discomfort,disgust,moderate,9,informal,anger,disgust,"I tyle się wody opilem, że się uprucha, uprucha."
1900-01-01 00:08:14.492993,1900-01-01 00:08:16.492993,"Oj, smietana, smietana.","Oh, cream, cream.",longing,sadness,mild,3,informal,neutral,sadness,"Oj, smietana, smietana."
1900-01-01 00:08:17.492993,1900-01-01 00:08:19.492993,"Oj, smietana sie naklal.","Oh, the cream has curdled.",disappointment,sadness,mild,4,informal,neutral,sadness,"Oj, smietana się naklal."
1900-01-01 00:08:19.492993,1900-01-01 00:08:24.492993,"Oj, smietana sie naklal, to beda jaja za chwile, Krzysiu, smietana sie naklal.","Oh, the cream has curdled, there will be a mess in a moment, Krzysiu, the cream has curdled.",apprehension,fear,mild,13,informal,neutral,fear,"Oj, smietana się naklal, to beda jaja za chwile, Krzysiu, smietana się naklal."
1900-01-01 00:08:24.492993,1900-01-01 00:08:29.492993,"Oj, smietana sie naklal, to beda jaja za chwile, Krzysiu, smietana sie naklala.","Oh, the cream has curdled, there will be a mess in a moment, Krzysiu, the cream has curdled.",apprehension,fear,mild,13,informal,neutral,fear,"Oj, smietana się naklal, to beda jaja za chwile, Krzysiu, smietana się naklala."
1900-01-01 00:08:29.492993,1900-01-01 00:08:31.492993,O tym wiemy doskonale.,We know this perfectly well.,certainty,neutral,neutral,4,informal,neutral,neutral,O tym wiemy doskonale.
1900-01-01 00:08:31.492993,1900-01-01 00:08:33.492993,No i tak szkoda tego Pawla bylo.,"And still, it was a pity about Paweł.",pity,sadness,mild,7,informal,disgust,sadness,No i tak szkoda tego Pawla było.
1900-01-01 00:08:33.492993,1900-01-01 00:08:35.492993,"Ej, Pawla, musisz sie mnie, nie chce pic.","Hey, Pawła, you have to let me go, I don't want to drink.",resistance,anger,moderate,8,informal,disgust,anger,"Ej, Pawla, musisz się mnie, nie chcę pic."
1900-01-01 00:08:35.492993,1900-01-01 00:08:38.492993,"Ej, no trzeba, pijemy wszyscy, albo, kurwa, wkurzamy sie.","Hey, we have to, we all drink, or, fuck, we get pissed off.",irritation,anger,moderate,9,informal,anger,anger,"Ej, no trzeba, pijemy wszyscy, albo, kurwa, wkurzamy się."
1900-01-01 00:08:41.492993,1900-01-01 00:08:44.492993,No i pozniej polozylismy sie rodzinnie w lozeczkach.,And then later we lay down together as a family in our beds.,contentment,happiness,mild,8,informal,neutral,happiness,No i później polozylismy się rodzinnie w lozeczkach.
1900-01-01 00:08:44.492993,1900-01-01 00:08:48.492993,"Eliza z Trebsonem, mala z smietana.","Eliza with Trebson, a small one with cream.",contentment,neutral,neutral,6,informal,neutral,neutral,"Eliza z Trebsonem, mała z smietana."
1900-01-01 00:08:49.492993,1900-01-01 00:08:50.492993,Idziesz zajarac?,Are you going to smoke?,curiosity,neutral,mild,2,informal,disgust,neutral,Idziesz zajarac?
1900-01-01 00:08:50.492993,1900-01-01 00:08:52.492993,Ide.,I'm going.,determination,neutral,neutral,1,informal,neutral,neutral,Ide.
1900-01-01 00:08:52.492993,1900-01-01 00:08:54.492993,To spij dzisiaj tutaj.,So sleep here tonight.,acceptance,neutral,neutral,4,informal,neutral,neutral,To spij dzisiaj tutaj.
1900-01-01 00:08:54.492993,1900-01-01 00:08:55.492993,Dobrze.,Okay.,acceptance,neutral,neutral,1,informal,neutral,neutral,dobrze.
1900-01-01 00:08:55.492993,1900-01-01 00:08:56.492993,"Dobrze, ja spie tutaj.","Alright, I'll sleep here.",acceptance,neutral,neutral,4,informal,neutral,neutral,"dobrze, ja spie tutaj."
1900-01-01 00:08:56.492993,1900-01-01 00:08:57.492993,"Nie, ja tutaj spie.","No, I sleep here.",defensiveness,anger,mild,4,informal,neutral,anger,"nie, ja tutaj spie."
1900-01-01 00:08:57.492993,1900-01-01 00:08:58.492993,"Ja tutaj, chyba spisz.","I'm here, I think you're sleeping.",loneliness,sadness,mild,4,informal,surprise,sadness,"Ja tutaj, chyba spisz."
1900-01-01 00:08:58.492993,1900-01-01 00:08:59.492993,"Nie, ty tam spisz, tam.","No, you sleep there, there.",insistence,anger,mild,5,informal,neutral,anger,"nie, ty tam spisz, tam."
1900-01-01 00:08:59.492993,1900-01-01 00:09:01.492993,"Chyba spisz, chyba spisz.","You must be sleeping, you must be sleeping.",resignation,sadness,mild,4,informal,neutral,sadness,"Chyba spisz, chyba spisz."
1900-01-01 00:09:01.492993,1900-01-01 00:09:02.492993,Chyba spisz.,You must be sleeping.,assumption,neutral,neutral,2,informal,neutral,neutral,Chyba spisz.
1900-01-01 00:09:02.492993,1900-01-01 00:09:05.492993,"No i mowie, Pawle, co ty w spodniach bedziesz spal?","And I say, Pawel, are you going to sleep in your pants?",bewilderment,surprise,mild,10,informal,surprise,surprise,"No i mowie, Pawle, co ty w spodniach bedziesz spal?"
1900-01-01 00:09:05.492993,1900-01-01 00:09:07.492993,No i juz tu nie wejdziesz.,And you won't come in here anymore.,exclusion,anger,moderate,6,informal,anger,anger,No i już tu nie wejdziesz.
1900-01-01 00:09:07.492993,1900-01-01 00:09:09.492993,"Mowi, chcesz jeszcze, zebym bez majtek spal?","He says, do you still want me to sleep without underwear?",teasing,happiness,mild,7,informal,neutral,neutral,"Mowi, chcesz jeszcze, żebym bez majtek spal?"
1900-01-01 00:09:09.492993,1900-01-01 00:09:10.492993,No.,No.,rejection,anger,mild,1,informal,neutral,anger,No.
1900-01-01 00:09:10.492993,1900-01-01 00:09:11.492993,Chcesz?,Do you want?,curiosity,neutral,mild,1,informal,surprise,neutral,Chcesz?
1900-01-01 00:09:11.492993,1900-01-01 00:09:12.492993,No.,No.,rejection,anger,mild,1,informal,neutral,anger,No.
1900-01-01 00:09:12.492993,1900-01-01 00:09:13.492993,Do obu ja.,I'll take both.,decisiveness,neutral,neutral,3,informal,neutral,neutral,Do obu ja.
1900-01-01 00:09:13.492993,1900-01-01 00:09:14.492993,No dawaj.,Go ahead.,impatience,anger,mild,2,informal,neutral,anger,No dawaj.
1900-01-01 00:09:14.492993,1900-01-01 00:09:15.492993,Bez karpetnika?,Without a carpet beetle?,confusion,surprise,mild,2,informal,surprise,surprise,bez karpetnika?
1900-01-01 00:09:15.492993,1900-01-01 00:09:16.492993,"Pokaz, no.","Show me, come on.",curiosity,neutral,mild,2,informal,anger,neutral,"Pokaz, no."
1900-01-01 00:09:16.492993,1900-01-01 00:09:17.492993,Pokaz.,Show.,expectation,neutral,neutral,1,informal,neutral,neutral,Pokaz.
1900-01-01 00:09:17.492993,1900-01-01 00:09:18.492993,No zaraz zobaczymy.,"Well, we'll see in a moment.",expectation,neutral,mild,3,informal,neutral,neutral,No zaraz zobaczymy.
1900-01-01 00:09:18.492993,1900-01-01 00:09:19.492993,"No, dawaj.","No, go ahead.",impatience,anger,mild,2,informal,anger,anger,"No, dawaj."
1900-01-01 00:09:19.492993,1900-01-01 00:09:20.492993,Ja sie upuszcze.,I'm going to drop myself.,desperation,sadness,intense,3,informal,sadness,sadness,Ja się upuszcze.
1900-01-01 00:09:23.492993,1900-01-01 00:09:25.492993,"Zjadl te gacie, polazyl sie.","He ate those underpants, he lay down.",bewilderment,surprise,moderate,5,informal,disgust,surprise,"Zjadl te gacie, polazyl się."
1900-01-01 00:09:25.492993,1900-01-01 00:09:26.492993,A ja spierdolilam.,And I screwed up.,regret,sadness,moderate,3,informal,anger,anger,A ja spierdolilam.
1900-01-01 00:09:30.492993,1900-01-01 00:09:36.492993,"Przykro mi bylo, bo to sa bardzo fajne dziewczyny i zostawilismy je w tym naszym, moim pokoju.","I felt sorry, because they are really nice girls and we left them in that our, my room.",remorse,sadness,moderate,17,formal,sadness,sadness,"przykro mi było, bo to są bardzo fajne dziewczyny i zostawilismy je w tym naszym, moim pokoju."
1900-01-01 00:09:36.492993,1900-01-01 00:09:42.492993,"Pewnie jakbym miala wiecej sily i pewnie jakby na przyklad to bylo na poczatku, oni by przyjechali lub cos, to zapewne bym chlala z nimi do konca.","Probably if I had more strength and probably if, for example, it was at the beginning, they would have come or something, I would probably have drunk with them until the end.",regret,sadness,mild,27,informal,neutral,sadness,"Pewnie jakbym miala wiecej sily i pewnie jakby na przyklad to było na poczatku, oni by przyjechali lub cos, to zapewne bym chlala z nimi do konca."
1900-01-01 00:09:43.492993,1900-01-01 00:09:46.492993,O szostej w noc pojechalam do szpitala.,At six at night I went to the hospital.,apprehension,fear,mild,7,informal,fear,fear,O szóstej w noc pojechalam do szpitala.
1900-01-01 00:09:46.492993,1900-01-01 00:09:48.492993,Tak zajebiscie zle sie czulem.,I felt fucking awful.,misery,sadness,intense,5,informal,disgust,anger,tak zajebiście źle się czułem.
1900-01-01 00:09:48.492993,1900-01-01 00:09:50.492993,Tak duzo pracujesz?,Do you work so much?,concern,sadness,mild,3,informal,surprise,surprise,tak duzo pracujesz?
1900-01-01 00:09:50.492993,1900-01-01 00:09:52.492993,To jest moj maz.,This is my husband.,affection,happiness,mild,4,informal,neutral,happiness,To jest mój maz.
1900-01-01 00:09:52.492993,1900-01-01 00:09:54.492993,Takze Wojtek nic nie powyrywal.,So Wojtek didn't tear anything out.,reassurance,neutral,neutral,5,informal,neutral,happiness,także Wojtek nic nie powyrywał.
1900-01-01 00:09:54.492993,1900-01-01 00:10:01.492993,"Ludzie tam kurwa z Newcastle w ogole, gdzie wszyscy o nich trabia i tak dalej, przyjada nas poznac.","People there, fucking from Newcastle, where everyone is talking about them and so on, will come to meet us.",anticipation,surprise,moderate,18,informal,anger,anger,"Ludzie tam kurwa z Newcastle w ogóle, gdzie wszyscy o nich trabia i tak dalej, przyjada nas poznac."
1900-01-01 00:10:01.492993,1900-01-01 00:10:03.492993,O szostej w noc pojechalam do szpitala.,At six at night I went to the hospital.,apprehension,fear,mild,7,informal,fear,fear,O szóstej w noc pojechalam do szpitala.
1900-01-01 00:10:03.492993,1900-01-01 00:10:05.492993,Tak zajebiscie zle sie czulem.,I felt fucking awful.,misery,sadness,intense,5,informal,disgust,anger,tak zajebiście źle się czułem.
1900-01-01 00:10:09.492993,1900-01-01 00:10:11.492993,Dopiero o godzinie dziewiatej wrocilem do domu.,I only returned home at nine o'clock.,resignation,sadness,mild,7,informal,neutral,sadness,Dopiero o godzinie dziewiatej wrocilem do domu.
1900-01-01 00:10:11.492993,1900-01-01 00:10:13.492993,Wzialem lek i poszedlem spac.,I took the medicine and went to sleep.,resignation,neutral,neutral,5,informal,sadness,neutral,Wzialem lek i poszedlem spac.
1900-01-01 00:10:21.492993,1900-01-01 00:10:23.492993,Wczoraj w noc pojechalem do szpitala.,Last night I went to the hospital.,concern,fear,moderate,6,informal,sadness,fear,Wczoraj w noc pojechałem do szpitala.
1900-01-01 00:10:23.492993,1900-01-01 00:10:25.492993,Tak zajebiscie zle sie czulem.,I felt fucking awful.,misery,sadness,intense,5,informal,disgust,anger,tak zajebiście źle się czułem.
1900-01-01 00:10:25.492993,1900-01-01 00:10:27.492993,Dopiero o godzinie dziewiatej wrocilem do domu.,I only returned home at nine o'clock.,resignation,sadness,mild,7,informal,neutral,sadness,Dopiero o godzinie dziewiatej wrocilem do domu.
1900-01-01 00:10:27.492993,1900-01-01 00:10:29.492993,I wielu ludzi pomodlilo.,And many people prayed.,hope,happiness,mild,4,informal,neutral,happiness,I wielu ludzi pomodlilo.
1900-01-01 00:10:29.492993,1900-01-01 00:10:31.492993,I wielu ludzi pomodlilo.,And many people prayed.,hope,happiness,mild,4,informal,neutral,happiness,I wielu ludzi pomodlilo.
1900-01-01 00:10:37.492993,1900-01-01 00:10:39.492993,"Moj facet, ja nie ide nie?","My boyfriend, I'm not going, right?",reluctance,sadness,mild,6,informal,disgust,sadness,"mój facet, ja nie ide nie?"
1900-01-01 00:10:39.492993,1900-01-01 00:10:41.492993,"Jak chcesz idz, ja nie moge.","If you want, go, I can't.",resignation,sadness,mild,6,informal,anger,sadness,"jak chcesz idz, ja nie moge."
1900-01-01 00:10:42.492993,1900-01-01 00:10:44.492993,Musze dobic jeszcze mocniej.,I have to hit even harder.,determination,anger,moderate,4,informal,sadness,anger,Musze dobic jeszcze mocniej.
1900-01-01 00:10:45.492993,1900-01-01 00:10:47.492993,Ja nie ide.,I'm not going.,reluctance,sadness,mild,3,informal,sadness,sadness,Ja nie ide.
1900-01-01 00:10:47.492993,1900-01-01 00:10:50.492993,"Jestesmy chorzy, dosyc mocno, co po nas widac.","We are sick, quite badly, as you can see.",discomfort,sadness,moderate,8,informal,disgust,sadness,"jesteśmy chorzy, dosyc mocno, co po nas widac."
1900-01-01 00:10:50.492993,1900-01-01 00:10:53.492993,"Widzialam, ze oboje dogrywaja, leza slabiej.","I saw that both of them are struggling, they're lying weaker.",concern,sadness,moderate,6,informal,neutral,sadness,"Widzialam, że oboje dogrywaja, leza slabiej."
1900-01-01 00:10:53.492993,1900-01-01 00:10:55.492993,"Naprawde, byli mega zajebiscie chorzy.","Really, they were insanely, incredibly sick.",shock,surprise,intense,5,informal,disgust,anger,"naprawdę, byli mega zajebiście chorzy."
1900-01-01 00:10:55.492993,1900-01-01 00:10:57.492993,"Czekasz jego sie popiesci, bo sam tam gowno zrobi.","You wait for him to pamper you, because he won't do shit himself.",resentment,anger,moderate,9,informal,neutral,anger,"Czekasz jego się popiesci, bo sam tam gowno zrobi."
1900-01-01 00:10:57.492993,1900-01-01 00:11:01.492993,"Tak naprawde, i faceci to lubia, jak ktos sie nimi zajmuje.","In fact, men also like it when someone takes care of them.",appreciation,happiness,mild,11,informal,happiness,happiness,"tak naprawdę, i faceci to lubia, jak ktos się nimi zajmuje."
1900-01-01 00:11:05.492993,1900-01-01 00:11:07.492993,Ania ugotowala dla nas rosol.,Ania cooked broth for us.,appreciation,happiness,mild,5,informal,disgust,happiness,Ania ugotowala dla nas rosol.
1900-01-01 00:11:07.492993,1900-01-01 00:11:10.492993,"A nozke chcesz osobe na talerzyku, czy w rosole?","And do you want the leg, person, on a plate or in the broth?",curiosity,neutral,neutral,9,informal,neutral,neutral,"A nozke chcesz osobe na talerzyku, czy w rosole?"
1900-01-01 00:11:10.492993,1900-01-01 00:11:12.492993,"Jak jakas zona, co najmniej.","Like some wife, at least.",resentment,anger,mild,5,informal,neutral,anger,"jak jakas zona, co najmniej."
1900-01-01 00:11:12.492993,1900-01-01 00:11:15.492993,"Mowi, zaufaj mi Pawelku, bedzie dobrze.","She says, trust me Pawełek, it will be fine.",reassurance,happiness,mild,6,informal,neutral,happiness,"Mowi, zaufaj mi Pawelku, bedzie dobrze."
1900-01-01 00:11:17.492993,1900-01-01 00:11:19.492993,"Musze wiedziec, ze to byl bardzo mily gest.",I need to know that it was a very nice gesture.,appreciation,happiness,mild,8,informal,neutral,happiness,"Musze wiedziec, że to byl bardzo mily gest."
1900-01-01 00:11:19.492993,1900-01-01 00:11:22.492993,"Dzisiaj chce zostac, bo mam nadzieje, ze dzisiaj zostane.","Today I want to stay, because I hope that today I will stay.",hope,happiness,mild,9,informal,sadness,happiness,"dzisiaj chcę zostac, bo mam nadzieje, że dzisiaj zostane."
1900-01-01 00:11:23.492993,1900-01-01 00:11:25.492993,"Poleze, wypocze sie, to jutro bedzie okej.","I'll lie down, rest, and tomorrow will be okay.",hope,happiness,mild,7,informal,neutral,happiness,"Poleze, wypocze się, to jutro bedzie okej."
1900-01-01 00:11:25.492993,1900-01-01 00:11:27.492993,"Byli wdzieczni, ucieszyli sie, zjedli.","They were grateful, they were glad, they ate.",gratitude,happiness,mild,5,informal,happiness,happiness,"Byli wdzieczni, ucieszyli się, zjedli."
1900-01-01 00:11:28.492993,1900-01-01 00:11:32.492993,"Sam Kataniu pozniej mowil, ze rzeczywiscie pomogl mu ten rosowek.",Sam Kataniu later said that indeed that earthworm helped him.,gratitude,happiness,mild,10,informal,neutral,happiness,"Sam Kataniu później mowil, że rzeczywiscie pomogl mu ten rosowek."
1900-01-01 00:11:32.492993,1900-01-01 00:11:34.492993,Jak sie czujesz?,How are you feeling?,curiosity,neutral,neutral,3,informal,sadness,neutral,jak się czujesz?
1900-01-01 00:11:34.492993,1900-01-01 00:11:36.492993,Najpiekniej niz w nocy.,More beautiful than at night.,admiration,happiness,mild,4,informal,fear,happiness,Najpiekniej niz w nocy.
1900-01-01 00:11:37.492993,1900-01-01 00:11:40.492993,"A w nocy czules sie, jakby cale zycie ci przelecialo przed oczymi?",And at night did you feel as if your whole life flashed before your eyes?,reflection,surprise,moderate,12,informal,fear,surprise,"A w nocy czułeś się, jakby całe życie ci przeleciało przed oczymi?"
1900-01-01 00:11:40.492993,1900-01-01 00:11:41.492993,No.,No.,rejection,anger,mild,1,informal,neutral,anger,No.
1900-01-01 00:11:41.492993,1900-01-01 00:11:43.492993,Jezus Maria.,Jesus Mary.,shock,surprise,moderate,2,informal,neutral,surprise,Jezus Maria.
1900-01-01 00:11:43.492993,1900-01-01 00:11:45.492993,"Zrobila to chyba szczerze, od sojuszka.","She probably did it sincerely, from an ally.",sincerity,happiness,mild,6,informal,neutral,happiness,"zrobiła to chyba szczerze, od sojuszka."
1900-01-01 00:11:45.492993,1900-01-01 00:11:47.492993,No bo od razu mi to wszystko pomoglo.,Because all of this helped me right away.,relief,happiness,moderate,8,informal,happiness,happiness,No bo od razu mi to wszystko pomoglo.
